game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-07,Cardinals,Nationals,Kyle Gibson,DJ Herz
2024-07-07,Mets,Pirates,Sean Manaea,Luis L. Ortiz
2024-07-07,Phillies,Braves,Michael Mercado,Reynaldo López
2024-07-07,White Sox,Marlins,Jonathan Cannon,Edward Cabrera
2024-07-07,Giants,Guardians,Hayden Birdsong,Carlos Carrasco
2024-07-07,Tigers,Reds,Tarik Skubal,Graham Ashcraft
2024-07-07,Astros,Twins,Spencer Arrighetti,Simeon Woods Richardson
2024-07-07,Angels,Cubs,José Soriano,Hayden Wesneski
2024-07-07,Rays,Rangers,Zack Littell,Nathan Eovaldi
2024-07-07,Royals,Rockies,Brady Singer,Tanner Gordon
2024-07-07,Orioles,Athletics,Grayson Rodriguez,Mitch Spence
2024-07-07,Blue Jays,Mariners,José Berríos,George Kirby
2024-07-07,D-backs,Padres,Ryne Nelson,Dylan Cease
2024-07-07,Brewers,Dodgers,Dallas Keuchel,Justin Wrobleski
2024-07-07,Red Sox,Yankees,Kutter Crawford,Luis Gil
