game_date,away_team,home_team,away_pitcher,home_pitcher
2025-07-21,Tigers,Pirates,Jack Flaherty,Paul Skenes
2025-07-21,Padres,Marlins,Randy Vásquez,Eury Pérez
2025-07-21,Orioles,Guardians,Tomoyuki Sugano,Tanner Bibee
2025-07-21,Red Sox,Phillies,Walker Buehler,Zack Wheeler
2025-07-21,Reds,Nationals,Brady Singer,Jake Irvin
2025-07-21,Yankees,Blue Jays,Carlos Rodón,Kevin Gausman
2025-07-21,Angels,Mets,Tyler Anderson,Kodai Senga
2025-07-21,Giants,Braves,Hayden Birdsong,Bryce Elder
2025-07-21,White Sox,Rays,Sean Burke,Shane Baz
2025-07-21,Athletics,Rangers,Jacob Lopez,Jack Leiter
2025-07-21,Royals,Cubs,Noah Cameron,Ryan Brasier
2025-07-21,Cardinals,Rockies,Michael McGreevy,Austin Gomber
2025-07-21,Brewers,Mariners,Brandon Woodruff,George Kirby
2025-07-21,Astros,D-backs,Colton Gordon,Zac Gallen
2025-07-21,Twins,Dodgers,David Festa,Shohei Ohtani
