game_date,away_team,home_team,away_pitcher,home_pitcher
2024-03-19,Marlins,Cardinals,Yonny Chirinos,Kyle Gibson
2024-03-19,Rays,Red Sox,Tyler Alexander,Kutter Crawford
2024-03-19,Orioles,Blue Jays,Cole Irvin,Chris Bassitt
2024-03-19,Brewers,Guardians,Colin Rea,Logan Allen
2024-03-19,Athletics,Rangers,Tyler Ferguson,Yerry Rodríguez
2024-03-19,Rockies,Mariners,Austin Gomber,Casey Lawrence
2024-03-19,Guardians,Rockies,Jaime Barria,Dakota Hudson
2024-03-19,Reds,Angels,Hunter Greene,Reid Detmers
2024-03-19,Marlins,Astros,A.J. Puk,Brandon Bielak
2024-03-19,Phillies,Tigers,Ranger Suárez,Jack Flaherty
2024-03-19,Cardinals,Mets,Lance Lynn,Sean Manaea
2024-03-19,D-backs,Cubs,Eduardo Rodriguez,Kyle Hendricks
2024-03-19,Royals,Giants,Seth Lugo,Spencer Bivens
