game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-18,Marlins,Mets,Valente Bellozo,Paul Blackburn
2024-08-18,Mariners,Pirates,George Kirby,Jake Woodford
2024-08-18,Nationals,Phillies,Jake Irvin,Taijuan Walker
2024-08-18,Red Sox,Orioles,Kutter Crawford,Albert Suárez
2024-08-18,D-backs,Rays,Merrill Kelly,Drew Rasmussen
2024-08-18,Royals,Reds,Brady Singer,Andrew Abbott
2024-08-18,Guardians,Brewers,Ben Lively,Colin Rea
2024-08-18,White Sox,Astros,Ky Bush,Framber Valdez
2024-08-18,Dodgers,Cardinals,Clayton Kershaw,Sonny Gray
2024-08-18,Blue Jays,Cubs,Bowden Francis,Shota Imanaga
2024-08-18,Twins,Rangers,Pablo López,Tyler Mahle
2024-08-18,Padres,Rockies,Joe Musgrove,Bradley Blalock
2024-08-18,Giants,Athletics,Blake Snell,JP Sears
2024-08-18,Braves,Angels,Charlie Morton,Jack Kochanowicz
2024-08-18,Yankees,Tigers,Marcus Stroman,Tarik Skubal
