game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-23,Cardinals,Pirates,Lance Lynn,Paul Skenes
2024-07-23,Orioles,Marlins,Albert Suárez,Kyle Tyler
2024-07-23,Tigers,Guardians,Tyler Holton,Xzavion Curry
2024-07-23,Padres,Nationals,Randy Vásquez,DJ Herz
2024-07-23,Mets,Yankees,Jose Quintana,Luis Gil
2024-07-23,Rays,Blue Jays,Shawn Armstrong,José Berríos
2024-07-23,Phillies,Twins,Zack Wheeler,Simeon Woods Richardson
2024-07-23,White Sox,Rangers,Garrett Crochet,Jon Gray
2024-07-23,Brewers,Cubs,Colin Rea,Jameson Taillon
2024-07-23,D-backs,Royals,Jordan Montgomery,Alec Marsh
2024-07-23,Red Sox,Rockies,Cooper Criswell,Ty Blach
2024-07-23,Angels,Mariners,José Soriano,Logan Gilbert
2024-07-23,Astros,Athletics,Jake Bloss,Osvaldo Bido
2024-07-23,Giants,Dodgers,Jordan Hicks,Landon Knack
2024-07-23,Reds,Braves,Nick Martinez,Chris Sale
