game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-15,Orioles,Tigers,Cade Povich,Keider Montero
2024-09-15,Reds,Twins,Rhett Lowder,David Festa
2024-09-15,Marlins,Nationals,Adam Oller,MacKenzie Gore
2024-09-15,Royals,Pirates,Brady Singer,Jared Jones
2024-09-15,Mets,Phillies,David Peterson,Cristopher Sánchez
2024-09-15,Red Sox,Yankees,Kutter Crawford,Carlos Rodón
2024-09-15,Cardinals,Blue Jays,Miles Mikolas,Yariel Rodríguez
2024-09-15,Rays,Guardians,Taj Bradley,Ben Lively
2024-09-15,Athletics,White Sox,JP Sears,Sean Burke
2024-09-15,Cubs,Rockies,Kyle Hendricks,Cal Quantrill
2024-09-15,Padres,Giants,Martín Pérez,Landen Roupp
2024-09-15,Astros,Angels,Ronel Blanco,Caden Dana
2024-09-15,Rangers,Mariners,Andrew Heaney,George Kirby
2024-09-15,Brewers,D-backs,DL Hall,Zac Gallen
2024-09-15,Dodgers,Braves,Walker Buehler,Charlie Morton
