game_date,away_team,home_team,away_pitcher,home_pitcher
2025-06-07,Cubs,Tigers,Jameson Taillon,Tyler Holton
2025-06-07,Blue Jays,Twins,Kevin Gausman,Chris Paddack
2025-06-07,D-backs,Reds,Eduardo Rodriguez,Nick Lodolo
2025-06-07,Dodgers,Cardinals,Yoshinobu Yamamoto,Erick Fedde
2025-06-07,Braves,Giants,Bryce Elder,Logan Webb
2025-06-07,Phillies,Pirates,Ranger Suárez,Andrew Heaney
2025-06-07,Rangers,Nationals,Jacob deGrom,Mitchell Parker
2025-06-07,Royals,White Sox,Michael Wacha,Adrian Houser
2025-06-07,Astros,Guardians,Hunter Brown,Gavin Williams
2025-06-07,Marlins,Rays,Ryan Weathers,Taj Bradley
2025-06-07,D-backs,Reds,Ryne Nelson,Nick Martinez
2025-06-07,Padres,Brewers,Stephen Kolek,Jose Quintana
2025-06-07,Red Sox,Yankees,Garrett Crochet,Ryan Yarbrough
2025-06-07,Mariners,Angels,Luis Castillo,Jack Kochanowicz
2025-06-07,Mets,Rockies,Clay Holmes,Germán Márquez
2025-06-07,Orioles,Athletics,Charlie Morton,Luis Severino
