game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-13,Royals,Pirates,Alec Marsh,Luis L. Ortiz
2024-09-13,Mets,Phillies,Jose Quintana,Aaron Nola
2024-09-13,Orioles,Tigers,Zach Eflin,Beau Brieske
2024-09-13,Marlins,Nationals,Edward Cabrera,DJ Herz
2024-09-13,Red Sox,Yankees,Richard Fitts,Clarke Schmidt
2024-09-13,Cardinals,Blue Jays,Erick Fedde,Kevin Gausman
2024-09-13,Rays,Guardians,Zack Littell,Tanner Bibee
2024-09-13,Dodgers,Braves,Landon Knack,Spencer Schwellenbach
2024-09-13,Athletics,White Sox,Brady Basso,Garrett Crochet
2024-09-13,Reds,Twins,Julian Aguiar,Bailey Ober
2024-09-13,Cubs,Rockies,Javier Assad,Austin Gomber
2024-09-13,Astros,Angels,Yusei Kikuchi,Sam Aldegheri
2024-09-13,Brewers,D-backs,Freddy Peralta,Eduardo Rodriguez
2024-09-13,Rangers,Mariners,Jacob deGrom,Emerson Hancock
2024-09-13,Padres,Giants,Dylan Cease,Logan Webb
