game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-13,Dodgers,Tigers,Justin Wrobleski,Keider Montero
2024-07-13,Pirates,White Sox,Luis L. Ortiz,Chris Flexen
2024-07-13,Cubs,Cardinals,Hayden Wesneski,Lance Lynn
2024-07-13,Athletics,Phillies,Mitch Spence,Tyler Phillips
2024-07-13,Yankees,Orioles,Luis Gil,Grayson Rodriguez
2024-07-13,Guardians,Rays,Gavin Williams,Zack Littell
2024-07-13,Rockies,Mets,Ryan Feltner,Christian Scott
2024-07-13,Nationals,Brewers,Mitchell Parker,Dallas Keuchel
2024-07-13,Rangers,Astros,Nathan Eovaldi,Spencer Arrighetti
2024-07-13,Marlins,Reds,Edward Cabrera,Andrew Abbott
2024-07-13,Royals,Red Sox,Seth Lugo,Kutter Crawford
2024-07-13,Twins,Giants,Simeon Woods Richardson,Hayden Birdsong
2024-07-13,Braves,Padres,Reynaldo López,Dylan Cease
2024-07-13,Cubs,Cardinals,Javier Assad,Kyle Gibson
2024-07-13,Mariners,Angels,George Kirby,José Soriano
2024-07-13,Blue Jays,D-backs,José Berríos,Yilber Díaz
