game_date,away_team,home_team,away_pitcher,home_pitcher
2024-05-25,Blue Jays,Tigers,José Berríos,Reese Olson
2024-05-25,Giants,Mets,Jordan Hicks,Luis Severino
2024-05-25,Rangers,Twins,Michael Lorenzen,Chris Paddack
2024-05-25,Orioles,White Sox,Albert Suárez,Erick Fedde
2024-05-25,Mariners,Nationals,Logan Gilbert,Trevor Williams
2024-05-25,Braves,Pirates,Reynaldo López,Mitch Keller
2024-05-25,Astros,Athletics,Spencer Arrighetti,JP Sears
2024-05-25,Royals,Rays,Brady Singer,Aaron Civale
2024-05-25,Brewers,Red Sox,Jared Koenig,Nick Pivetta
2024-05-25,Cubs,Cardinals,Jameson Taillon,Miles Mikolas
2024-05-25,Dodgers,Reds,Walker Buehler,Hunter Greene
2024-05-25,Phillies,Rockies,Aaron Nola,Dakota Hudson
2024-05-25,Guardians,Angels,Tanner Bibee,José Soriano
2024-05-25,Yankees,Padres,Marcus Stroman,Dylan Cease
2024-05-25,Marlins,D-backs,Sixto Sánchez,Jordan Montgomery
