game_date,away_team,home_team,away_pitcher,home_pitcher
2025-07-12,Cubs,Yankees,Matthew Boyd,Max Fried
2025-07-12,Mariners,Tigers,George Kirby,Casey Mize
2025-07-12,Pirates,Twins,Mike Burrows,Cole Sands
2025-07-12,Braves,Cardinals,Erick Fedde,
2025-07-12,Dodgers,Giants,Shohei Ohtani,Landen Roupp
2025-07-12,Marlins,Orioles,Janson Junk,Trevor Rogers
2025-07-12,Nationals,Brewers,Shinnosuke Ogasawara,Brandon Woodruff
2025-07-12,Mets,Royals,Frankie Montas,Angel Zerpa
2025-07-12,Guardians,White Sox,Tanner Bibee,Sean Burke
2025-07-12,Rockies,Reds,Bradley Blalock,Brady Singer
2025-07-12,Rays,Red Sox,Shane Baz,Garrett Crochet
2025-07-12,Phillies,Padres,Zack Wheeler,Yu Darvish
2025-07-12,Rangers,Astros,Jacob deGrom,Framber Valdez
2025-07-12,D-backs,Angels,Zac Gallen,Yusei Kikuchi
2025-07-12,Blue Jays,Athletics,Kevin Gausman,Jacob Lopez
