game_date,away_team,home_team,away_pitcher,home_pitcher
2024-03-10,Marlins,Astros,Ryan Weathers,Seth Martinez
2024-03-10,Braves,Yankees,AJ Smith-Shawver,Clarke Schmidt
2024-03-10,Blue Jays,Orioles,Devereaux Harrison,Corbin Burnes
2024-03-10,Phillies,Pirates,Max Castillo,Quinn Priester
2024-03-10,Nationals,Twins,Joan Adon,Pablo López
2024-03-10,Rays,Red Sox,Aaron Civale,Garrett Whitlock
2024-03-10,Orioles,Blue Jays,Albert Suárez,Yusei Kikuchi
2024-03-10,Cardinals,Marlins,Gordon Graceffo,Edward Cabrera
2024-03-10,Tigers,Mets,Brant Hurter,Adrian Houser
2024-03-10,White Sox,Giants,Chris Flexen,Spencer Howard
2024-03-10,Royals,Athletics,Brady Singer,Paul Blackburn
2024-03-10,Guardians,Reds,Xzavion Curry,Nick Lodolo
2024-03-10,Cubs,Rangers,Drew Smyly,Cody Bradford
2024-03-10,D-backs,Dodgers,Brandon Pfaadt,Gavin Stone
2024-03-10,Brewers,Rockies,Jakob Junis,Ryan Feltner
2024-03-10,Padres,Angels,Jhony Brito,Chase Silseth
2024-03-10,Giants,Mariners,Tommy Romero,George Kirby
