game_date,away_team,home_team,away_pitcher,home_pitcher
2024-05-01,Rays,Brewers,Zach Eflin,Colin Rea
2024-05-01,Cardinals,Tigers,Miles Mikolas,Kenta Maeda
2024-05-01,Twins,White Sox,Bailey Ober,Chris Flexen
2024-05-01,Royals,Blue Jays,Seth Lugo,Chris Bassitt
2024-05-01,Pirates,Athletics,Quinn Priester,Ross Stripling
2024-05-01,Braves,Mariners,Chris Sale,Emerson Hancock
2024-05-01,Phillies,Angels,Zack Wheeler,Patrick Sandoval
2024-05-01,Reds,Padres,Graham Ashcraft,Joe Musgrove
2024-05-01,Yankees,Orioles,Luis Gil,Corbin Burnes
2024-05-01,Rockies,Marlins,Dakota Hudson,Roddery Muñoz
2024-05-01,Cubs,Mets,Shota Imanaga,José Buttó
2024-05-01,Giants,Red Sox,Erik Miller,Kutter Crawford
2024-05-01,Nationals,Rangers,Trevor Williams,Andrew Heaney
2024-05-01,Guardians,Astros,Triston McKenzie,Justin Verlander
2024-05-01,Dodgers,D-backs,Yoshinobu Yamamoto,Jordan Montgomery
