game_date,away_team,home_team,away_pitcher,home_pitcher
2024-05-28,Dodgers,Mets,Tyler Glasnow,Tylor Megill
2024-05-28,Dodgers,Mets,Gavin Stone,Jose Quintana
2024-05-28,Red Sox,Orioles,Brayan Bello,Grayson Rodriguez
2024-05-28,Cardinals,Reds,Kyle Gibson,Andrew Abbott
2024-05-28,Athletics,Rays,Mitch Spence,Zack Littell
2024-05-28,Nationals,Braves,Jake Irvin,Max Fried
2024-05-28,Royals,Twins,Cole Ragans,Simeon Woods Richardson
2024-05-28,Cubs,Brewers,Ben Brown,Freddy Peralta
2024-05-28,Blue Jays,White Sox,Kevin Gausman,Jake Woodford
2024-05-28,D-backs,Rangers,Brandon Pfaadt,Nathan Eovaldi
2024-05-28,Guardians,Rockies,Triston McKenzie,Ryan Feltner
2024-05-28,Yankees,Angels,Nestor Cortes,Griffin Canning
2024-05-28,Astros,Mariners,Hunter Brown,Luis Castillo
2024-05-28,Marlins,Padres,Jesús Luzardo,Matt Waldron
2024-05-28,Phillies,Giants,Zack Wheeler,Erik Miller
2024-05-28,Pirates,Tigers,Jared Jones,Tarik Skubal
