game_date,away_team,home_team,away_pitcher,home_pitcher
2025-06-10,Tigers,Orioles,Brant Hurter,Cade Povich
2025-06-10,Marlins,Pirates,Sandy Alcantara,Mitch Keller
2025-06-10,Reds,Guardians,Andrew Abbott,Slade Cecconi
2025-06-10,Cubs,Phillies,Colin Rea,Mick Abel
2025-06-10,Rays,Red Sox,Ryan Pepiot,Lucas Giolito
2025-06-10,Nationals,Mets,MacKenzie Gore,Griffin Canning
2025-06-10,Rangers,Twins,Tyler Mahle,Simeon Woods Richardson
2025-06-10,Braves,Brewers,Grant Holmes,Quinn Priester
2025-06-10,Yankees,Royals,Max Fried,Noah Cameron
2025-06-10,Blue Jays,Cardinals,Chris Bassitt,Miles Mikolas
2025-06-10,White Sox,Astros,Shane Smith,Lance McCullers Jr.
2025-06-10,Giants,Rockies,Kyle Harrison,Carson Palmquist
2025-06-10,Athletics,Angels,Mitch Spence,José Soriano
2025-06-10,Mariners,D-backs,Logan Evans,Brandon Pfaadt
2025-06-10,Dodgers,Padres,Lou Trivino,Dylan Cease
