game_date,away_team,home_team,away_pitcher,home_pitcher
2024-05-22,Orioles,Cardinals,Kyle Bradish,Lance Lynn
2024-05-22,Twins,Nationals,Simeon Woods Richardson,Jake Irvin
2024-05-22,Mets,Guardians,Jose Quintana,Triston McKenzie
2024-05-22,Orioles,Cardinals,John Means,Kyle Gibson
2024-05-22,Tigers,Royals,Tarik Skubal,Cole Ragans
2024-05-22,Angels,Astros,Tyler Anderson,Hunter Brown
2024-05-22,Giants,Pirates,Blake Snell,Jared Jones
2024-05-22,Rangers,Phillies,Dane Dunning,Taijuan Walker
2024-05-22,Brewers,Marlins,Freddy Peralta,Jesús Luzardo
2024-05-22,Padres,Reds,Michael King,Nick Martinez
2024-05-22,Red Sox,Rays,Brayan Bello,Ryan Pepiot
2024-05-22,Mariners,Yankees,Bryce Miller,Nestor Cortes
2024-05-22,White Sox,Blue Jays,Nick Nastrini,Chris Bassitt
2024-05-22,Braves,Cubs,Max Fried,Justin Steele
2024-05-22,Rockies,Athletics,Austin Gomber,Mitch Spence
2024-05-22,D-backs,Dodgers,Brandon Hughes,Tyler Glasnow
