game_date,away_team,home_team,away_pitcher,home_pitcher
2024-02-26,Phillies,Red Sox,David Buchanan,Tanner Houck
2024-02-26,Rays,Orioles,Trevor Martin,Cade Povich
2024-02-26,Twins,Yankees,Simeon Woods Richardson,Nestor Cortes
2024-02-26,Mets,Nationals,Max Kranick,Josiah Gray
2024-02-26,Astros,Tigers,Spencer Arrighetti,Jack Flaherty
2024-02-26,Orioles,Braves,Seth Johnson,Max Fried
2024-02-26,Pirates,Blue Jays,Roansy Contreras,Yusei Kikuchi
2024-02-26,Cardinals,Marlins,Sem Robberse,Eury Pérez
2024-02-26,Rangers,White Sox,Cole Winn,Nick Nastrini
2024-02-26,Mariners,Reds,Luis Castillo,Andrew Abbott
2024-02-26,Cubs,Royals,Hayden Wesneski,Seth Lugo
2024-02-26,D-backs,Athletics,Blake Walston,Mitch Spence
2024-02-26,Angels,Giants,Griffin Canning,Mason Black
2024-02-26,Guardians,Padres,Ben Lively,Joe Musgrove
2024-02-26,Dodgers,Rockies,Ryan Yarbrough,John Curtiss
2024-02-26,Reds,Brewers,Nick Martinez,Bryse Wilson
