game_date,away_team,home_team,away_pitcher,home_pitcher
2024-03-04,Braves,Twins,AJ Smith-Shawver,Pablo López
2024-03-04,Red Sox,Tigers,Josh Winckowski,Tarik Skubal
2024-03-04,Pirates,Rays,Luis L. Ortiz,Aaron Civale
2024-03-04,Twins,Orioles,Cole Sands,Dean Kremer
2024-03-04,Cardinals,Nationals,Sonny Gray,Trevor Williams
2024-03-04,Phillies,Blue Jays,Tyler Phillips,Wes Parsons
2024-03-04,Athletics,Reds,Luis Medina,Andrew Abbott
2024-03-04,D-backs,White Sox,Brandon Pfaadt,Michael Soroka
2024-03-04,Angels,Rangers,Tyler Anderson,Cody Bradford
2024-03-04,Giants,Rockies,Spencer Howard,Dakota Hudson
2024-03-04,Cubs,Padres,Jordan Wicks,Jhony Brito
2024-03-04,Yankees,Marlins,Clarke Schmidt,A.J. Puk
