game_date,away_team,home_team,away_pitcher,home_pitcher
2025-07-06,Orioles,Braves,Trevor Rogers,Grant Holmes
2025-07-06,Red Sox,Nationals,Garrett Crochet,Shinnosuke Ogasawara
2025-07-06,Reds,Phillies,Chase Burns,Zack Wheeler
2025-07-06,Angels,Blue Jays,Tyler Anderson,Kevin Gausman
2025-07-06,Yankees,Mets,Max Fried,Chris Devenski
2025-07-06,Brewers,Marlins,Brandon Woodruff,Edward Cabrera
2025-07-06,Tigers,Guardians,Tarik Skubal,Gavin Williams
2025-07-06,Rays,Twins,Drew Rasmussen,Joe Ryan
2025-07-06,White Sox,Rockies,Shane Smith,Chase Dollander
2025-07-06,Pirates,Mariners,Paul Skenes,George Kirby
2025-07-06,Astros,Dodgers,Ryan Gusto,Emmet Sheehan
2025-07-06,Royals,D-backs,Michael Lorenzen,Anthony DeSclafani
2025-07-06,Cardinals,Cubs,Erick Fedde,Matthew Boyd
2025-07-06,Rangers,Padres,Jack Leiter,David Morgan
2025-07-06,Giants,Athletics,Hayden Birdsong,Jacob Lopez
