game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-11,Angels,Nationals,Jack Kochanowicz,MacKenzie Gore
2024-08-11,Rangers,Yankees,Andrew Heaney,Marcus Stroman
2024-08-11,Astros,Red Sox,Hunter Brown,James Paxton
2024-08-11,Athletics,Blue Jays,JP Sears,Chris Bassitt
2024-08-11,Orioles,Rays,Albert Suárez,Jeffrey Springs
2024-08-11,Padres,Marlins,Dylan Cease,Max Meyer
2024-08-11,Guardians,Twins,Tanner Bibee,David Festa
2024-08-11,Reds,Brewers,Nick Lodolo,DL Hall
2024-08-11,Braves,Rockies,Spencer Schwellenbach,Kyle Freeland
2024-08-11,Tigers,Giants,Keider Montero,Hayden Birdsong
2024-08-11,Pirates,Dodgers,Bailey Falter,Tyler Glasnow
2024-08-11,Phillies,D-backs,Cristopher Sánchez,Merrill Kelly
2024-08-11,Mets,Mariners,Luis Severino,Luis Castillo
