game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-26,Guardians,Phillies,Ben Lively,Cristopher Sánchez
2024-07-26,Twins,Tigers,Pablo López,Keider Montero
2024-07-26,Reds,Rays,Nick Lodolo,Shane Baz
2024-07-26,Padres,Orioles,Adam Mazur,Grayson Rodriguez
2024-07-26,Rangers,Blue Jays,Andrew Heaney,Yusei Kikuchi
2024-07-26,Braves,Mets,Charlie Morton,Kodai Senga
2024-07-26,Yankees,Red Sox,Nestor Cortes,Brayan Bello
2024-07-26,Marlins,Brewers,Trevor Rogers,Freddy Peralta
2024-07-26,Cubs,Royals,Kyle Hendricks,Brady Singer
2024-07-26,Dodgers,Astros,Gavin Stone,Framber Valdez
2024-07-26,Mariners,White Sox,George Kirby,Drew Thorpe
2024-07-26,Nationals,Cardinals,MacKenzie Gore,Sonny Gray
2024-07-26,Athletics,Angels,Paul Blackburn,Carson Fulmer
2024-07-26,Pirates,D-backs,Luis L. Ortiz,Zac Gallen
2024-07-26,Rockies,Giants,Kyle Freeland,Kyle Harrison
