game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-20,Nationals,Cubs,Trevor Williams,Jameson Taillon
2024-09-20,Pirates,Reds,Mitch Keller,Nick Martinez
2024-09-20,Blue Jays,Rays,José Berríos,Tyler Alexander
2024-09-20,Tigers,Orioles,Tyler Holton,Corbin Burnes
2024-09-20,Phillies,Mets,Cristopher Sánchez,David Peterson
2024-09-20,Braves,Marlins,Charlie Morton,Valente Bellozo
2024-09-20,Twins,Red Sox,David Festa,Richard Fitts
2024-09-20,Mariners,Rangers,George Kirby,Jacob deGrom
2024-09-20,D-backs,Brewers,Zac Gallen,Colin Rea
2024-09-20,Giants,Royals,Mason Black,Michael Wacha
2024-09-20,Angels,Astros,Tyler Anderson,Justin Verlander
2024-09-20,Guardians,Cardinals,Ben Lively,Kyle Gibson
2024-09-20,White Sox,Padres,Garrett Crochet,Joe Musgrove
2024-09-20,Yankees,Athletics,Gerrit Cole,J.T. Ginn
2024-09-20,Rockies,Dodgers,Kyle Freeland,Ryan Brasier
