game_date,away_team,home_team,away_pitcher,home_pitcher
2024-03-23,Phillies,Yankees,Spencer Turnbull,Carlos Rodón
2024-03-23,Yankees,Tigers,Cody Poteet,Brant Hurter
2024-03-23,Rays,Braves,Aaron Civale,Spencer Strider
2024-03-23,Nationals,Cardinals,Jake Irvin,Miles Mikolas
2024-03-23,Red Sox,Pirates,Brayan Bello,Jared Jones
2024-03-23,Orioles,Rays,Julio Teheran,Zach Eflin
2024-03-23,Tigers,Blue Jays,Kenta Maeda,Yusei Kikuchi
2024-03-23,Astros,Mets,Cristian Javier,Jose Quintana
2024-03-23,Rangers,Royals,Nathan Eovaldi,Matt Sauer
2024-03-23,Angels,Athletics,Matt Moore,Ross Stripling
2024-03-23,Brewers,Cubs,Wade Miley,Ben Brown
2024-03-23,Mariners,White Sox,George Kirby,Nick Nastrini
2024-03-23,Rockies,Reds,Cal Quantrill,Frankie Montas
2024-03-23,D-backs,Giants,Logan Allen,Kyle Harrison
2024-03-23,Guardians,D-backs,Tanner Bibee,Zac Gallen
2024-03-23,Marlins,Nationals,Vladimir Gutierrez,Josiah Gray
2024-03-23,Blue Jays,Orioles,Yariel Rodríguez,Corbin Burnes
2024-03-23,Twins,Red Sox,Chris Paddack,Nick Pivetta
