game_date,away_team,home_team,away_pitcher,home_pitcher
2025-06-05,D-backs,Braves,Brandon Pfaadt,Grant Holmes
2025-06-05,Royals,Cardinals,Noah Cameron,Miles Mikolas
2025-06-05,Tigers,White Sox,Casey Mize,Sean Burke
2025-06-05,Phillies,Blue Jays,Jesús Luzardo,Chris Bassitt
2025-06-05,Twins,Athletics,David Festa,Mitch Spence
2025-06-05,Orioles,Mariners,Zach Eflin,Bryan Woo
2025-06-05,Padres,Giants,Dylan Cease,Robbie Ray
2025-06-05,Mets,Dodgers,David Peterson,Landon Knack
2025-06-05,Astros,Pirates,Framber Valdez,Mitch Keller
2025-06-05,Cubs,Nationals,Drew Pomeranz,Jake Irvin
2025-06-05,Guardians,Yankees,Slade Cecconi,Max Fried
2025-06-05,Rangers,Rays,Jack Leiter,Ryan Pepiot
2025-06-05,Royals,Cardinals,Cole Ragans,Matthew Liberatore
