game_date,away_team,home_team,away_pitcher,home_pitcher
2024-02-29,Braves,Rays,Dylan Dodd,Zach Eflin
2024-02-29,Twins,Braves,Chris Paddack,Spencer Strider
2024-02-29,Pirates,Orioles,Paul Skenes,Corbin Burnes
2024-02-29,Nationals,Cardinals,Patrick Corbin,Kyle Gibson
2024-02-29,Tigers,Red Sox,Reese Olson,Garrett Whitlock
2024-02-29,Phillies,Blue Jays,Max Castillo,José Berríos
2024-02-29,Brewers,Rangers,Joe Ross,Nathan Eovaldi
2024-02-29,Padres,Athletics,Pedro Avila,Joe Boyle
2024-02-29,Royals,White Sox,Jordan Lyles,Jake Woodford
2024-02-29,Rockies,Cubs,Dakota Hudson,Drew Smyly
2024-02-29,Giants,D-backs,Logan Webb,Ryne Nelson
2024-02-29,White Sox,Mariners,Jared Shuster,Bryce Miller
2024-02-29,Guardians,Angels,Gavin Williams,Patrick Sandoval
2024-02-29,Mets,Astros,Jose Quintana,Ronel Blanco
2024-02-29,Marlins,Yankees,Ryan Weathers,Clayton Beeter
2024-02-29,Dodgers,Reds,James Paxton,Graham Ashcraft
