game_date,away_team,home_team,away_pitcher,home_pitcher
2024-05-17,Pirates,Cubs,Paul Skenes,Kyle Hendricks
2024-05-17,Nationals,Phillies,Jake Irvin,Zack Wheeler
2024-05-17,White Sox,Yankees,Mike Clevinger,Nestor Cortes
2024-05-17,Mariners,Orioles,Bryce Miller,John Means
2024-05-17,Rays,Blue Jays,Tyler Alexander,Chris Bassitt
2024-05-17,Mets,Marlins,Christian Scott,Jesús Luzardo
2024-05-17,Twins,Guardians,Simeon Woods Richardson,Triston McKenzie
2024-05-17,Padres,Braves,Matt Waldron,Max Fried
2024-05-17,Athletics,Royals,Mitch Spence,Cole Ragans
2024-05-17,Angels,Rangers,Tyler Anderson,Andrew Heaney
2024-05-17,Brewers,Astros,Freddy Peralta,Hunter Brown
2024-05-17,Red Sox,Cardinals,Brayan Bello,Kyle Gibson
2024-05-17,Tigers,D-backs,Tarik Skubal,Ryne Nelson
2024-05-17,Reds,Dodgers,Frankie Montas,James Paxton
2024-05-17,Rockies,Giants,Ryan Feltner,Mason Black
