game_date,away_team,home_team,away_pitcher,home_pitcher
2024-02-27,Yankees,Rays,Clarke Schmidt,Zack Littell
2024-02-27,Braves,Pirates,Chris Sale,Marco Gonzales
2024-02-27,Phillies,Twins,Cristopher Sánchez,Daniel Duarte
2024-02-27,Blue Jays,Tigers,Alek Manoah,Casey Mize
2024-02-27,Nationals,Astros,Zach Davies,José Urquidy
2024-02-27,Tigers,Orioles,Matt Manning,Grayson Rodriguez
2024-02-27,Red Sox,Cardinals,Kutter Crawford,Sonny Gray
2024-02-27,Marlins,Mets,A.J. Puk,Adrian Houser
2024-02-27,Mariners,Giants,George Kirby,Jordan Hicks
2024-02-27,White Sox,Dodgers,Garrett Crochet,Bobby Miller
2024-02-27,Athletics,Guardians,JP Sears,Xzavion Curry
2024-02-27,Reds,Cubs,Frankie Montas,Kyle Hendricks
2024-02-27,Rockies,Royals,Ryan Feltner,Daniel Lynch IV
2024-02-27,Brewers,Angels,Janson Junk,Zach Plesac
2024-02-27,Rangers,D-backs,Dane Dunning,Eduardo Rodriguez
2024-02-27,Royals,Padres,Michael Wacha,Yu Darvish
