game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-31,Cardinals,Yankees,Kyle Gibson,Will Warren
2024-08-31,Cubs,Nationals,Javier Assad,DJ Herz
2024-08-31,Padres,Rays,Randy Vásquez,Shane Baz
2024-08-31,Red Sox,Tigers,Nick Pivetta,Tarik Skubal
2024-08-31,Pirates,Guardians,Luis L. Ortiz,Matthew Boyd
2024-08-31,Athletics,Rangers,Joey Estes,Cody Bradford
2024-08-31,Blue Jays,Twins,José Berríos,Zebby Matthews
2024-08-31,Royals,Astros,Cole Ragans,Yusei Kikuchi
2024-08-31,Mets,White Sox,Jose Quintana,Davis Martin
2024-08-31,Braves,Phillies,Max Fried,Zack Wheeler
2024-08-31,Brewers,Reds,Frankie Montas,Fernando Cruz
2024-08-31,Orioles,Rockies,Dean Kremer,Ryan Feltner
2024-08-31,Dodgers,D-backs,Gavin Stone,Merrill Kelly
2024-08-31,Marlins,Giants,Edward Cabrera,Mason Black
2024-08-31,Mariners,Angels,Bryan Woo,Tyler Anderson
