game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-19,Giants,Orioles,Logan Webb,Zach Eflin
2024-09-19,Twins,Guardians,Simeon Woods Richardson,Joey Cantillo
2024-09-19,Braves,Reds,Chris Sale,Julian Aguiar
2024-09-19,Blue Jays,Rangers,Kevin Gausman,Kumar Rocker
2024-09-19,Yankees,Mariners,Clarke Schmidt,Logan Gilbert
2024-09-19,Dodgers,Marlins,Jack Flaherty,Edward Cabrera
2024-09-19,Red Sox,Rays,Brayan Bello,Zack Littell
2024-09-19,Pirates,Cardinals,Luis L. Ortiz,Erick Fedde
2024-09-19,Phillies,Mets,Taijuan Walker,Luis Severino
2024-09-19,D-backs,Brewers,Brandon Pfaadt,Tobias Myers
2024-09-19,Nationals,Cubs,Patrick Corbin,Javier Assad
2024-09-19,Angels,Astros,José Suarez,Yusei Kikuchi
