game_date,away_team,home_team,away_pitcher,home_pitcher
2024-03-02,Yankees,Orioles,Marcus Stroman,Cole Irvin
2024-03-02,Cardinals,Astros,Zack Thompson,Cristian Javier
2024-03-02,Twins,Phillies,Bailey Ober,David Buchanan
2024-03-02,Pirates,Tigers,Roansy Contreras,Jack Flaherty
2024-03-02,Red Sox,Rays,Nick Pivetta,Brendan McKay
2024-03-02,Nationals,Red Sox,Josiah Gray,Brayan Bello
2024-03-02,Braves,Blue Jays,Reynaldo López,Chris Bassitt
2024-03-02,Mets,Marlins,Sean Manaea,Eury Pérez
2024-03-02,Padres,Giants,Michael King,Mason Black
2024-03-02,White Sox,Rangers,Dylan Cease,Jon Gray
2024-03-02,Royals,Guardians,Seth Lugo,Shane Bieber
2024-03-02,Cubs,Dodgers,Shota Imanaga,Ryan Yarbrough
2024-03-02,Reds,Rockies,Hunter Greene,Cal Quantrill
2024-03-02,Dodgers,Brewers,Kyle Hurt,Janson Junk
2024-03-02,Athletics,Mariners,Mitch Spence,Emerson Hancock
2024-03-02,D-backs,Angels,Logan Allen,Griffin Canning
