game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-25,Nationals,Braves,DJ Herz,Reynaldo López
2024-08-25,Reds,Pirates,Nick Martinez,Luis L. Ortiz
2024-08-25,Rockies,Yankees,Austin Gomber,Marcus Stroman
2024-08-25,D-backs,Red Sox,Merrill Kelly,Tanner Houck
2024-08-25,Angels,Blue Jays,Tyler Anderson,Kevin Gausman
2024-08-25,Cubs,Marlins,Javier Assad,Adam Oller
2024-08-25,Rangers,Guardians,Cody Bradford,Matthew Boyd
2024-08-25,Cardinals,Twins,Erick Fedde,Zebby Matthews
2024-08-25,Phillies,Royals,Kolby Allard,Seth Lugo
2024-08-25,Tigers,White Sox,Beau Brieske,Jonathan Cannon
2024-08-25,Brewers,Athletics,Frankie Montas,Joey Estes
2024-08-25,Giants,Mariners,Robbie Ray,Bryan Woo
2024-08-25,Mets,Padres,Jose Quintana,Martín Pérez
2024-08-25,Rays,Dodgers,Jacob Lopez,Gavin Stone
2024-08-25,Astros,Orioles,Yusei Kikuchi,Dean Kremer
