game_date,away_team,home_team,away_pitcher,home_pitcher
2025-07-19,Giants,Blue Jays,Logan Webb,Eric Lauer
2025-07-19,Reds,Mets,Nick Martinez,Clay Holmes
2025-07-19,Royals,Marlins,Michael Wacha,Cal Quantrill
2025-07-19,Angels,Phillies,Yusei Kikuchi,Taijuan Walker
2025-07-19,White Sox,Pirates,Adrian Houser,Mike Burrows
2025-07-19,Padres,Nationals,Yu Darvish,Mitchell Parker
2025-07-19,Tigers,Rangers,Keider Montero,Kumar Rocker
2025-07-19,Orioles,Rays,Dean Kremer,Zack Littell
2025-07-19,Athletics,Guardians,Luis Severino,Logan Allen
2025-07-19,Cardinals,D-backs,Sonny Gray,Ryne Nelson
2025-07-19,Red Sox,Cubs,Brayan Bello,Shota Imanaga
2025-07-19,Yankees,Braves,Will Warren,Joey Wentz
2025-07-19,Twins,Rockies,Zebby Matthews,Antonio Senzatela
2025-07-19,Brewers,Dodgers,Freddy Peralta,Emmet Sheehan
2025-07-19,Astros,Mariners,Lance McCullers Jr.,Logan Evans
