game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-04,Mets,Nationals,Jose Quintana,Jake Irvin
2024-07-04,Cardinals,Pirates,Andre Pallante,Martín Pérez
2024-07-04,Reds,Yankees,Frankie Montas,Marcus Stroman
2024-07-04,Astros,Blue Jays,Framber Valdez,Chris Bassitt
2024-07-04,Tigers,Twins,Kenta Maeda,Bailey Ober
2024-07-04,Red Sox,Marlins,Nick Pivetta,Kyle Tyler
2024-07-04,White Sox,Guardians,Jared Shuster,Ben Lively
2024-07-04,Phillies,Cubs,Cristopher Sánchez,Jameson Taillon
2024-07-04,Padres,Rangers,Michael King,Max Scherzer
2024-07-04,Angels,Athletics,Roansy Contreras,JP Sears
2024-07-04,Orioles,Mariners,Corbin Burnes,Bryce Miller
2024-07-04,Giants,Braves,Logan Webb,Charlie Morton
2024-07-04,Rays,Royals,Zach Eflin,Alec Marsh
2024-07-04,Brewers,Rockies,Tobias Myers,Cal Quantrill
2024-07-04,D-backs,Dodgers,Zac Gallen,Landon Knack
