game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-20,D-backs,Marlins,Eduardo Rodriguez,Edward Cabrera
2024-08-20,Rockies,Nationals,Austin Gomber,DJ Herz
2024-08-20,Guardians,Yankees,Matthew Boyd,Luis Gil
2024-08-20,Reds,Blue Jays,Carson Spiers,José Berríos
2024-08-20,Orioles,Mets,Dean Kremer,Jose Quintana
2024-08-20,Phillies,Braves,Zack Wheeler,Reynaldo López
2024-08-20,Brewers,Cardinals,Frankie Montas,Erick Fedde
2024-08-20,Pirates,Rangers,Mitch Keller,Cody Bradford
2024-08-20,Tigers,Cubs,Alex Faedo,Javier Assad
2024-08-20,Angels,Royals,Tyler Anderson,Cole Ragans
2024-08-20,Red Sox,Astros,Nick Pivetta,Ronel Blanco
2024-08-20,Twins,Padres,Bailey Ober,Martín Pérez
2024-08-20,Rays,Athletics,Shane Baz,Joey Estes
2024-08-20,White Sox,Giants,Davis Martin,Robbie Ray
2024-08-20,Mariners,Dodgers,Bryce Miller,Walker Buehler
