game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-24,Rays,Tigers,Ryan Pepiot,Tarik Skubal
2024-09-24,Brewers,Pirates,Tobias Myers,Bailey Falter
2024-09-24,Cubs,Phillies,Justin Steele,Tanner Banks
2024-09-24,Reds,Guardians,Carson Spiers,Tanner Bibee
2024-09-24,Royals,Nationals,Cole Ragans,Mitchell Parker
2024-09-24,Orioles,Yankees,Dean Kremer,Clarke Schmidt
2024-09-24,Red Sox,Blue Jays,Brayan Bello,Bowden Francis
2024-09-24,Mets,Braves,Luis Severino,Spencer Schwellenbach
2024-09-24,Marlins,Twins,Ryan Weathers,Bailey Ober
2024-09-24,Angels,White Sox,Jack Kochanowicz,Jonathan Cannon
2024-09-24,Mariners,Astros,Logan Gilbert,Framber Valdez
2024-09-24,Cardinals,Rockies,Michael McGreevy,Ryan Feltner
2024-09-24,Rangers,Athletics,Nathan Eovaldi,Mitch Spence
2024-09-24,Giants,D-backs,Logan Webb,Brandon Pfaadt
2024-09-24,Padres,Dodgers,Michael King,Landon Knack
