game_date,away_team,home_team,away_pitcher,home_pitcher
2025-06-11,Marlins,Pirates,Cal Quantrill,Bailey Falter
2025-06-11,Cubs,Phillies,Ben Brown,Jesús Luzardo
2025-06-11,Reds,Guardians,Nick Lodolo,Logan Allen
2025-06-11,Braves,Brewers,Spencer Schwellenbach,Chad Patrick
2025-06-11,Blue Jays,Cardinals,Eric Lauer,Matthew Liberatore
2025-06-11,Mariners,D-backs,Bryan Woo,Eduardo Rodriguez
2025-06-11,Athletics,Angels,JP Sears,Kyle Hendricks
2025-06-11,Dodgers,Padres,Ben Casparius,Randy Vásquez
2025-06-11,Tigers,Orioles,Casey Mize,Zach Eflin
2025-06-11,Nationals,Mets,Jake Irvin,David Peterson
2025-06-11,Rays,Red Sox,Zack Littell,Walker Buehler
2025-06-11,Yankees,Royals,Clarke Schmidt,Kris Bubic
2025-06-11,Rangers,Twins,Jack Leiter,David Festa
2025-06-11,White Sox,Astros,Sean Burke,Ryan Gusto
2025-06-11,Giants,Rockies,Robbie Ray,Kyle Freeland
