game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-11,Nationals,Mets,MacKenzie Gore,David Peterson
2024-07-11,Guardians,Tigers,Spencer Howard,Jack Flaherty
2024-07-11,Rockies,Reds,Austin Gomber,Hunter Greene
2024-07-11,Pirates,Brewers,Paul Skenes,Aaron Civale
2024-07-11,Blue Jays,Giants,Kevin Gausman,Jordan Hicks
2024-07-11,Dodgers,Phillies,Anthony Banda,Aaron Nola
2024-07-11,Cubs,Orioles,Justin Steele,Albert Suárez
2024-07-11,Yankees,Rays,Nestor Cortes,Shane Baz
2024-07-11,Athletics,Red Sox,Luis Medina,Tanner Houck
2024-07-11,Marlins,Astros,Roddery Muñoz,
2024-07-11,Mariners,Angels,Luis Castillo,Jack Kochanowicz
2024-07-11,Braves,D-backs,Max Fried,Brandon Pfaadt
