game_date,away_team,home_team,away_pitcher,home_pitcher
2025-07-02,Athletics,Rays,Mitch Spence,Ryan Pepiot
2025-07-02,Cardinals,Pirates,Sonny Gray,Mitch Keller
2025-07-02,Padres,Phillies,Nick Pivetta,Mick Abel
2025-07-02,Tigers,Nationals,Tyler Holton,Trevor Williams
2025-07-02,Brewers,Mets,Freddy Peralta,Clay Holmes
2025-07-02,Reds,Red Sox,Brady Singer,Richard Fitts
2025-07-02,Padres,Phillies,Dylan Cease,Cristopher Sánchez
2025-07-02,Twins,Marlins,Simeon Woods Richardson,Janson Junk
2025-07-02,Tigers,Nationals,Jack Flaherty,MacKenzie Gore
2025-07-02,Yankees,Blue Jays,Will Warren,José Berríos
2025-07-02,Brewers,Mets,Jacob Misiorowski,Huascar Brazobán
2025-07-02,Reds,Red Sox,Nick Martinez,Brennan Bernardino
2025-07-02,Angels,Braves,Yusei Kikuchi,Didier Fuentes
2025-07-02,Guardians,Cubs,Tanner Bibee,Shota Imanaga
2025-07-02,Orioles,Rangers,Tomoyuki Sugano,Nathan Eovaldi
2025-07-02,Astros,Rockies,Hunter Brown,Austin Gomber
2025-07-02,Royals,Mariners,Noah Cameron,Logan Gilbert
2025-07-02,Giants,D-backs,Landen Roupp,Merrill Kelly
2025-07-02,White Sox,Dodgers,Brandon Eisert,Clayton Kershaw
