game_date,away_team,home_team,away_pitcher,home_pitcher
2024-03-31,Braves,Phillies,Chris Sale,Ranger Suárez
2024-03-31,Angels,Orioles,Reid Detmers,Tyler Wells
2024-03-31,Blue Jays,Rays,Kevin Gausman,Shawn Armstrong
2024-03-31,Brewers,Mets,Colin Rea,Tylor Megill
2024-03-31,Pirates,Marlins,Bailey Falter,Trevor Rogers
2024-03-31,Nationals,Reds,Jake Irvin,Nick Martinez
2024-03-31,Twins,Royals,Bailey Ober,Brady Singer
2024-03-31,Yankees,Astros,Clarke Schmidt,J.P. France
2024-03-31,Tigers,White Sox,Jack Flaherty,Erick Fedde
2024-03-31,Cubs,Rangers,Jordan Wicks,Jon Gray
2024-03-31,Guardians,Athletics,Carlos Carrasco,Paul Blackburn
2024-03-31,Red Sox,Mariners,Garrett Whitlock,Bryce Miller
2024-03-31,Giants,Padres,Daulton Jefferies,Michael King
2024-03-31,Rockies,D-backs,Ryan Feltner,Brandon Pfaadt
2024-03-31,Cardinals,Dodgers,Steven Matz,Gavin Stone
