game_date,away_team,home_team,away_pitcher,home_pitcher
2024-02-24,Yankees,Tigers,Luis Gil,Reese Olson
2024-02-24,Marlins,Cardinals,Ryan Weathers,Matthew Liberatore
2024-02-24,Braves,Rays,Spencer Strider,Nathan Wiles
2024-02-24,Pirates,Twins,Bailey Falter,Louis Varland
2024-02-24,Red Sox,Orioles,Garrett Whitlock,Corbin Burnes
2024-02-24,Phillies,Blue Jays,Kolby Allard,Chad Dallas
2024-02-24,Cardinals,Mets,Zack Thompson,Tylor Megill
2024-02-24,Rangers,Royals,Nathan Eovaldi,Alec Marsh
2024-02-24,Mariners,White Sox,Casey Lawrence,Justin Anderson
2024-02-24,Rockies,Athletics,Peter Lambert,Joe Boyle
2024-02-24,Reds,Guardians,Carson Spiers,Carlos Carrasco
2024-02-24,Cubs,Giants,Drew Smyly,Logan Webb
2024-02-24,Brewers,Padres,Rob Zastryzny,Pedro Avila
2024-02-24,Dodgers,Angels,Tyler Glasnow,Victor Mederos
2024-02-24,Rockies,D-backs,Noah Davis,Ryne Nelson
2024-02-24,Astros,Nationals,Ronel Blanco,Patrick Corbin
