game_date,away_team,home_team,away_pitcher,home_pitcher
2025-06-28,Athletics,Yankees,JP Sears,Clarke Schmidt
2025-06-28,Twins,Tigers,Bailey Ober,Casey Mize
2025-06-28,Mariners,Rangers,Bryan Woo,Kumar Rocker
2025-06-28,Mets,Pirates,Paul Blackburn,Bailey Falter
2025-06-28,Rays,Orioles,Zack Littell,Zach Eflin
2025-06-28,Marlins,D-backs,Sandy Alcantara,Brandon Pfaadt
2025-06-28,Dodgers,Royals,Shohei Ohtani,Seth Lugo
2025-06-28,Rockies,Brewers,Antonio Senzatela,Quinn Priester
2025-06-28,Blue Jays,Red Sox,Chris Bassitt,Lucas Giolito
2025-06-28,Giants,White Sox,Robbie Ray,Adrian Houser
2025-06-28,Padres,Reds,Randy Vásquez,Andrew Abbott
2025-06-28,Cardinals,Guardians,Miles Mikolas,Slade Cecconi
2025-06-28,Cubs,Astros,Colin Rea,Lance McCullers Jr.
2025-06-28,Phillies,Braves,Jesús Luzardo,Spencer Schwellenbach
2025-06-28,Nationals,Angels,Michael Soroka,Kyle Hendricks
