game_date,away_team,home_team,away_pitcher,home_pitcher
2024-03-13,Twins,Rays,Daniel Duarte,Brendan McKay
2024-03-13,Cardinals,Twins,Zack Thompson,Louis Varland
2024-03-13,Tigers,Phillies,Jack Flaherty,Aaron Nola
2024-03-13,Red Sox,Yankees,Nick Pivetta,Carlos Rodón
2024-03-13,Pirates,Blue Jays,Roansy Contreras,Chris Bassitt
2024-03-13,Nationals,Marlins,Jake Irvin,Eury Pérez
2024-03-13,Mariners,Dodgers,Casey Lawrence,Yoshinobu Yamamoto
2024-03-13,Reds,Giants,Frankie Montas,Mason Black
2024-03-13,Cubs,Guardians,Kyle Hendricks,Tanner Bibee
2024-03-13,Angels,Royals,Reid Detmers,Daniel Lynch IV
2024-03-13,White Sox,Brewers,Erick Fedde,Bryse Wilson
2024-03-13,Athletics,Padres,Ross Stripling,Joe Musgrove
2024-03-13,Rockies,D-backs,Tanner Gordon,Merrill Kelly
2024-03-13,Braves,Orioles,Bryce Elder,Cole Irvin
2024-03-13,Astros,Mets,Cristian Javier,Luis Severino
