game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-03,Cardinals,Pirates,Miles Mikolas,Jared Jones
2024-07-03,Red Sox,Marlins,Brayan Bello,Trevor Rogers
2024-07-03,White Sox,Guardians,Erick Fedde,Gavin Williams
2024-07-03,Mets,Nationals,Christian Scott,Mitchell Parker
2024-07-03,Reds,Yankees,Andrew Abbott,Carlos Rodón
2024-07-03,Astros,Blue Jays,Ronel Blanco,Yusei Kikuchi
2024-07-03,Giants,Braves,Jordan Hicks,Chris Sale
2024-07-03,Padres,Rangers,Adam Mazur,Jon Gray
2024-07-03,Phillies,Cubs,Zack Wheeler,Shota Imanaga
2024-07-03,Tigers,Twins,Keider Montero,David Festa
2024-07-03,Rays,Royals,Ryan Pepiot,Michael Wacha
2024-07-03,Brewers,Rockies,Colin Rea,Dakota Hudson
2024-07-03,Angels,Athletics,Davis Daniel,Joey Estes
2024-07-03,Orioles,Mariners,Dean Kremer,Logan Gilbert
2024-07-03,D-backs,Dodgers,Cristian Mena,Gavin Stone
