game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-29,Blue Jays,Orioles,Yariel Rodríguez,Zach Eflin
2024-07-29,Blue Jays,Orioles,Bowden Francis,Cade Povich
2024-07-29,Yankees,Phillies,Luis Gil,Zack Wheeler
2024-07-29,Guardians,Tigers,Tanner Bibee,Beau Brieske
2024-07-29,Twins,Mets,Simeon Woods Richardson,Jose Quintana
2024-07-29,Cubs,Reds,Jameson Taillon,Carson Spiers
2024-07-29,Mariners,Red Sox,Logan Gilbert,Nick Pivetta
2024-07-29,Rangers,Cardinals,Nathan Eovaldi,Andre Pallante
2024-07-29,Braves,Brewers,Grant Holmes,Colin Rea
2024-07-29,Pirates,Astros,Paul Skenes,Tayler Scott
2024-07-29,Royals,White Sox,Alec Marsh,Chris Flexen
2024-07-29,Nationals,D-backs,Mitchell Parker,Jordan Montgomery
