game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-28,Cachorros,Piratas,Kyle Hendricks,Paul Skenes
2024-08-28,Reales,Guardians,Michael Wacha,Tanner Bibee
2024-08-28,Astros,Phillies,Spencer Arrighetti,Taijuan Walker
2024-08-28,Rays,Marineros,Drew Rasmussen,Luis Castillo
2024-08-28,Rangers,White Sox,Andrew Heaney,Chris Flexen
2024-08-28,Angels,Tigres,Griffin Canning,Mason Englert
2024-08-28,Atléticos,Rojos,Osvaldo Bido,Fernando Cruz
2024-08-28,Yankees,Nacionales,Carlos Rodón,MacKenzie Gore
2024-08-28,Azulejos,Red Sox,Chris Bassitt,Brayan Bello
2024-08-28,Bravos,Twins,Chris Sale,David Festa
2024-08-28,Padres,Cardenales,Joe Musgrove,Andre Pallante
2024-08-28,Gigantes,Cerveceros,Kyle Harrison,Freddy Peralta
2024-08-28,Rangers,White Sox,Jack Leiter,Matt Foster
2024-08-28,Marlins,Rockies,Max Meyer,Kyle Freeland
2024-08-28,Mets,D-backs,Luis Severino,Eduardo Rodriguez
2024-08-28,Orioles,Dodgers,Corbin Burnes,Walker Buehler
