game_date,away_team,home_team,away_pitcher,home_pitcher
2025-06-17,Phillies,Marlins,Jesús Luzardo,Cal Quantrill
2025-06-17,Pirates,Tigers,Bailey Falter,Casey Mize
2025-06-17,Rockies,Nationals,Antonio Senzatela,Michael Soroka
2025-06-17,Angels,Yankees,Kyle Hendricks,Will Warren
2025-06-17,D-backs,Blue Jays,Brandon Pfaadt,Chris Bassitt
2025-06-17,Twins,Reds,David Festa,Andrew Abbott
2025-06-17,Mets,Braves,David Peterson,Spencer Schwellenbach
2025-06-17,Orioles,Rays,Dean Kremer,Zack Littell
2025-06-17,Cardinals,White Sox,Matthew Liberatore,Shane Smith
2025-06-17,Royals,Rangers,Seth Lugo,Jack Leiter
2025-06-17,Brewers,Cubs,Chad Patrick,Ben Brown
2025-06-17,Red Sox,Mariners,Walker Buehler,Bryan Woo
2025-06-17,Guardians,Giants,Slade Cecconi,Robbie Ray
2025-06-17,Astros,Athletics,Jason Alexander,JP Sears
2025-06-17,Padres,Dodgers,Randy Vásquez,Jack Dreyer
