game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-21,Mets,Cubs,Jose Quintana,Shota Imanaga
2024-06-21,Rays,Pirates,Ryan Pepiot,Carmen Mlodzinski
2024-06-21,D-backs,Phillies,Jordan Montgomery,Taijuan Walker
2024-06-21,White Sox,Tigers,Erick Fedde,Jack Flaherty
2024-06-21,Braves,Yankees,Chris Sale,Carlos Rodón
2024-06-21,Mariners,Marlins,George Kirby,Trevor Rogers
2024-06-21,Blue Jays,Guardians,Yariel Rodríguez,Carlos Carrasco
2024-06-21,Red Sox,Reds,Kutter Crawford,Andrew Abbott
2024-06-21,Royals,Rangers,Brady Singer,Nathan Eovaldi
2024-06-21,Orioles,Astros,Grayson Rodriguez,Jake Bloss
2024-06-21,Nationals,Rockies,DJ Herz,Dakota Hudson
2024-06-21,Brewers,Padres,Colin Rea,Dylan Cease
2024-06-21,Twins,Athletics,Chris Paddack,Joey Estes
2024-06-21,Angels,Dodgers,Patrick Sandoval,Landon Knack
