game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-02,Twins,Astros,Simeon Woods Richardson,Hunter Brown
2024-06-02,Tigers,Red Sox,Casey Mize,Brayan Bello
2024-06-02,Rays,Orioles,Zack Littell,Cole Irvin
2024-06-02,Athletics,Braves,Luis Medina,Charlie Morton
2024-06-02,Pirates,Blue Jays,Quinn Priester,Chris Bassitt
2024-06-02,D-backs,Mets,Brandon Pfaadt,Jose Quintana
2024-06-02,Rangers,Marlins,Andrew Heaney,Trevor Rogers
2024-06-02,Nationals,Guardians,Jake Irvin,Carlos Carrasco
2024-06-02,White Sox,Brewers,Nick Nastrini,Freddy Peralta
2024-06-02,Padres,Royals,Michael King,Cole Ragans
2024-06-02,Reds,Cubs,Nick Lodolo,Ben Brown
2024-06-02,Yankees,Giants,Nestor Cortes,Blake Snell
2024-06-02,Angels,Mariners,Griffin Canning,Luis Castillo
2024-06-02,Rockies,Dodgers,Austin Gomber,Gavin Stone
2024-06-02,Cardinals,Phillies,Lance Lynn,Taijuan Walker
