game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-06,Orioles,Blue Jays,Cade Povich,Yusei Kikuchi
2024-06-06,Royals,Guardians,Brady Singer,Tanner Bibee
2024-06-06,Mariners,Athletics,Bryan Woo,JP Sears
2024-06-06,Dodgers,Pirates,Walker Buehler,Bailey Falter
2024-06-06,Braves,Nationals,Reynaldo López,Mitchell Parker
2024-06-06,Twins,Yankees,Pablo López,Marcus Stroman
2024-06-06,Cubs,Reds,Javier Assad,Hunter Greene
2024-06-06,Rockies,Cardinals,Cal Quantrill,Sonny Gray
2024-06-06,Red Sox,White Sox,Tanner Houck,Jake Woodford
2024-06-06,D-backs,Padres,Slade Cecconi,Randy Vásquez
