game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-01,Pirates,Blue Jays,Mitch Keller,Yusei Kikuchi
2024-06-01,Rays,Orioles,Taj Bradley,Kyle Bradish
2024-06-01,D-backs,Mets,Slade Cecconi,Sean Manaea
2024-06-01,White Sox,Brewers,Garrett Crochet,Robert Gasser
2024-06-01,Rangers,Marlins,Michael Lorenzen,Ryan Weathers
2024-06-01,Padres,Royals,Randy Vásquez,Alec Marsh
2024-06-01,Twins,Astros,Joe Ryan,Framber Valdez
2024-06-01,Nationals,Guardians,Mitchell Parker,Ben Lively
2024-06-01,Tigers,Red Sox,Reese Olson,Cooper Criswell
2024-06-01,Athletics,Braves,Aaron Brooks,Chris Sale
2024-06-01,Angels,Mariners,Reid Detmers,Bryce Miller
2024-06-01,Cardinals,Phillies,Sonny Gray,Ranger Suárez
2024-06-01,Reds,Cubs,Hunter Greene,Justin Steele
2024-06-01,Yankees,Giants,Cody Poteet,Logan Webb
2024-06-01,Rockies,Dodgers,Cal Quantrill,Yoshinobu Yamamoto
