game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-09,Mets,Phillies,Jose Quintana,Taijuan Walker
2024-06-09,Giants,Rangers,Keaton Winn,Nathan Eovaldi
2024-06-09,Braves,Nationals,Hurston Waldrep,DJ Herz
2024-06-09,Twins,Pirates,Bailey Ober,Jared Jones
2024-06-09,Orioles,Rays,Grayson Rodriguez,Zack Littell
2024-06-09,Guardians,Marlins,Carlos Carrasco,Trevor Rogers
2024-06-09,Brewers,Tigers,Bryse Wilson,Tarik Skubal
2024-06-09,Cubs,Reds,Shota Imanaga,Frankie Montas
2024-06-09,Mariners,Royals,George Kirby,Cole Ragans
2024-06-09,Red Sox,White Sox,Zack Kelly,Chris Flexen
2024-06-09,Rockies,Cardinals,Ty Blach,Andre Pallante
2024-06-09,Blue Jays,Athletics,Bowden Francis,Mitch Spence
2024-06-09,Astros,Angels,Justin Verlander,Patrick Sandoval
2024-06-09,D-backs,Padres,Scott McGough,Adam Mazur
2024-06-09,Dodgers,Yankees,Tyler Glasnow,Luis Gil
