game_date,away_team,home_team,away_pitcher,home_pitcher
2024-03-21,Padres,Dodgers,Joe Musgrove,Yoshinobu Yamamoto
2024-03-21,Yankees,Braves,Nestor Cortes,Charlie Morton
2024-03-21,Twins,Nationals,Cole Sands,Trevor Williams
2024-03-21,Rays,Phillies,Ryan Pepiot,Cristopher Sánchez
2024-03-21,Mets,Tigers,Dom Hamel,Matt Manning
2024-03-21,Astros,Cardinals,J.P. France,Zack Thompson
2024-03-21,White Sox,Royals,Garrett Crochet,Andrew Hoffmann
2024-03-21,Royals,Guardians,Alec Marsh,Carlos Carrasco
2024-03-21,Cubs,Rockies,Yency Almonte,Ryan Feltner
2024-03-21,Blue Jays,Pirates,Ricky Tiedemann,Bailey Falter
2024-03-21,Orioles,Red Sox,Albert Suárez,Cooper Criswell
2024-03-21,Giants,Brewers,Landen Roupp,Robert Gasser
2024-03-21,Reds,Mariners,Nick Martinez,
