game_date,away_team,home_team,away_pitcher,home_pitcher
2024-04-21,Astros,Nationals,Hunter Brown,Mitchell Parker
2024-04-21,Red Sox,Pirates,Josh Winckowski,Martín Pérez
2024-04-21,White Sox,Phillies,Nick Nastrini,Aaron Nola
2024-04-21,Rays,Yankees,Aaron Civale,Luis Gil
2024-04-21,Athletics,Guardians,Ross Stripling,Tanner Bibee
2024-04-21,Angels,Reds,José Soriano,Frankie Montas
2024-04-21,Tigers,Twins,Casey Mize,Louis Varland
2024-04-21,Orioles,Royals,Cole Irvin,Seth Lugo
2024-04-21,Brewers,Cardinals,Colin Rea,Sonny Gray
2024-04-21,Marlins,Cubs,Edward Cabrera,Kyle Hendricks
2024-04-21,Mariners,Rockies,George Kirby,Cal Quantrill
2024-04-21,D-backs,Giants,Slade Cecconi,Jordan Hicks
2024-04-21,Blue Jays,Padres,Chris Bassitt,Joe Musgrove
2024-04-21,Mets,Dodgers,Adrian Houser,Tyler Glasnow
2024-04-21,Rangers,Braves,Michael Lorenzen,Darius Vines
2024-04-21,Mariners,Rockies,Emerson Hancock,Peter Lambert
