game_date,away_team,home_team,away_pitcher,home_pitcher
2024-03-11,Yankees,Phillies,Clayton Beeter,Zack Wheeler
2024-03-11,Blue Jays,Rays,Mitch White,Zach Eflin
2024-03-11,Twins,Braves,Chris Paddack,Spencer Strider
2024-03-11,Pirates,Red Sox,Bailey Falter,Cooper Criswell
2024-03-11,Nationals,Cardinals,Patrick Corbin,Miles Mikolas
2024-03-11,Orioles,Yankees,Julio Teheran,Will Warren
2024-03-11,Tigers,Astros,Reese Olson,Framber Valdez
2024-03-11,Giants,Royals,Logan Webb,Angel Zerpa
2024-03-11,Dodgers,Guardians,Bobby Miller,Triston McKenzie
2024-03-11,Rockies,White Sox,Kyle Freeland,Michael Kopech
2024-03-11,Rangers,Angels,Nathan Eovaldi,Patrick Sandoval
2024-03-11,Padres,Mariners,Yu Darvish,Logan Gilbert
2024-03-11,Athletics,D-backs,Joe Boyle,Ryne Nelson
2024-03-11,Marlins,Mets,Trevor Rogers,Tylor Megill
