game_date,away_team,home_team,away_pitcher,home_pitcher
2025-07-11,Guardians,White Sox,Logan Allen,Shane Smith
2025-07-11,Cachorros,Yankees,Chris Flexen,Carlos Rodón
2025-07-11,Marlins,Orioles,Edward Cabrera,Dean Kremer
2025-07-11,Rays,Red Sox,Drew Rasmussen,Hunter Dobbins
2025-07-11,Rockies,Rojos,Germán Márquez,Chase Burns
2025-07-11,Marineros,Tigres,Luis Castillo,Tarik Skubal
2025-07-11,Guardians,White Sox,Gavin Williams,Jonathan Cannon
2025-07-11,Piratas,Twins,Paul Skenes,Joe Ryan
2025-07-11,Nacionales,Cerveceros,Mitchell Parker,DL Hall
2025-07-11,Mets,Reales,Kodai Senga,Michael Wacha
2025-07-11,Rangers,Astros,Jack Leiter,Lance McCullers Jr.
2025-07-11,Bravos,Cardenales,Grant Holmes,Matthew Liberatore
2025-07-11,D-backs,Angels,Ryne Nelson,Tyler Anderson
2025-07-11,Phillies,Padres,Ranger Suárez,Ryan Bergert
2025-07-11,Azulejos,Atléticos,Max Scherzer,Luis Severino
2025-07-11,Dodgers,Gigantes,Dustin May,Logan Webb
