game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-08,Rays,Orioles,Zack Littell,Corbin Burnes
2024-09-08,Nationals,Pirates,Patrick Corbin,Jared Jones
2024-09-08,White Sox,Red Sox,Chris Flexen,Richard Fitts
2024-09-08,Blue Jays,Braves,Yariel Rodríguez,Chris Sale
2024-09-08,Reds,Mets,Julian Aguiar,Luis Severino
2024-09-08,Phillies,Marlins,Seth Johnson,Edward Cabrera
2024-09-08,Rockies,Brewers,Kyle Freeland,Freddy Peralta
2024-09-08,Twins,Royals,Simeon Woods Richardson,Michael Wacha
2024-09-08,Mariners,Cardinals,Luis Castillo,Miles Mikolas
2024-09-08,Yankees,Cubs,Gerrit Cole,Jameson Taillon
2024-09-08,Angels,Rangers,Caden Dana,Andrew Heaney
2024-09-08,Tigers,Athletics,Beau Brieske,J.T. Ginn
2024-09-08,Giants,Padres,Spencer Bivens,Joe Musgrove
2024-09-08,Guardians,Dodgers,Tanner Bibee,Jack Flaherty
2024-09-08,D-backs,Astros,Ryne Nelson,Justin Verlander
