game_date,away_team,home_team,away_pitcher,home_pitcher
2024-09-04,Phillies,Blue Jays,Cristopher Sánchez,Bowden Francis
2024-09-04,White Sox,Orioles,Jonathan Cannon,Albert Suárez
2024-09-04,Nationals,Marlins,MacKenzie Gore,Valente Bellozo
2024-09-04,Astros,Reds,Spencer Arrighetti,Nick Martinez
2024-09-04,Twins,Rays,Ronny Henriquez,Cole Sulser
2024-09-04,Red Sox,Mets,Tanner Houck,Tylor Megill
2024-09-04,Rockies,Braves,Bradley Blalock,Charlie Morton
2024-09-04,Cardinals,Brewers,Sonny Gray,Colin Rea
2024-09-04,Guardians,Royals,Ben Lively,Seth Lugo
2024-09-04,Pirates,Cubs,Domingo Germán,Shota Imanaga
2024-09-04,Yankees,Rangers,Marcus Stroman,Nathan Eovaldi
2024-09-04,Dodgers,Angels,Bobby Miller,Griffin Canning
2024-09-04,Tigers,Padres,Keider Montero,Yu Darvish
2024-09-04,Mariners,Athletics,George Kirby,JP Sears
2024-09-04,D-backs,Giants,Zac Gallen,Hayden Birdsong
