game_date,away_team,home_team,away_pitcher,home_pitcher
2024-07-19,D-backs,Cubs,Ryne Nelson,Justin Steele
2024-07-19,Phillies,Pirates,Aaron Nola,Martín Pérez
2024-07-19,Reds,Nationals,Frankie Montas,Patrick Corbin
2024-07-19,Rays,Yankees,Zach Eflin,Gerrit Cole
2024-07-19,Tigers,Blue Jays,Jack Flaherty,Chris Bassitt
2024-07-19,Mets,Marlins,Sean Manaea,Edward Cabrera
2024-07-19,Padres,Guardians,Matt Waldron,Tanner Bibee
2024-07-19,Orioles,Rangers,Corbin Burnes,Nathan Eovaldi
2024-07-19,White Sox,Royals,Chris Flexen,Michael Wacha
2024-07-19,Giants,Rockies,Kyle Harrison,Cal Quantrill
2024-07-19,Angels,Athletics,Griffin Canning,JP Sears
2024-07-19,Astros,Mariners,Hunter Brown,Luis Castillo
2024-07-19,Red Sox,Dodgers,Nick Pivetta,Gavin Stone
2024-07-19,Cardinals,Braves,Sonny Gray,Spencer Schwellenbach
