game_date,away_team,home_team,away_pitcher,home_pitcher
2024-03-26,Washington Nationals Prospects,Nationals,Jackson Rutledge,MacKenzie Gore
2024-03-26,Tigers,Rays,Casey Mize,Ryan Pepiot
2024-03-26,Braves,Twins,Samuel Strickland,Louis Varland
2024-03-26,Red Sox,Rangers,Richard Fitts,Dane Dunning
2024-03-26,Cardinals,Cubs,Kyle Gibson,Shota Imanaga
2024-03-26,Brewers,Rockies,Aaron Ashby,Ryan Feltner
2024-03-26,Guardians,D-backs,Triston McKenzie,Brandon Pfaadt
2024-03-26,Mariners,Padres,Casey Lawrence,Michael King
2024-03-26,Athletics,Giants,Paul Blackburn,Spencer Howard
2024-03-26,Sugar Land Space Cowboys,Astros,J.P. France,Ronel Blanco
2024-03-26,Dodgers,Angels,James Paxton,Chase Silseth
