game_date,away_team,home_team,away_pitcher,home_pitcher
2025-06-24,Rangers,Orioles,Jacob Latz,Charlie Morton
2025-06-24,Blue Jays,Guardians,Eric Lauer,Logan Allen
2025-06-24,Athletics,Tigers,Luis Severino,Tarik Skubal
2025-06-24,Yankees,Reds,Carlos Rodón,Chase Burns
2025-06-24,Braves,Mets,Spencer Strider,Frankie Montas
2025-06-24,Pirates,Brewers,Andrew Heaney,Freddy Peralta
2025-06-24,Mariners,Twins,Luis Castillo,Chris Paddack
2025-06-24,Rays,Royals,Taj Bradley,Kris Bubic
2025-06-24,D-backs,White Sox,Ryne Nelson,Jordan Leasure
2025-06-24,Cubs,Cardinals,Jameson Taillon,Michael McGreevy
2025-06-24,Phillies,Astros,Ranger Suárez,Framber Valdez
2025-06-24,Dodgers,Rockies,Jack Dreyer,Germán Márquez
2025-06-24,Red Sox,Angels,Garrett Crochet,Tyler Anderson
2025-06-24,Nationals,Padres,Trevor Williams,Ryan Bergert
2025-06-24,Marlins,Giants,Cal Quantrill,Justin Verlander
