game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-13,Braves,Orioles,Reynaldo López,Cole Irvin
2024-06-13,Nationals,Tigers,Patrick Corbin,Casey Mize
2024-06-13,Yankees,Royals,Nestor Cortes,Alec Marsh
2024-06-13,Pirates,Cardinals,Mitch Keller,Lance Lynn
2024-06-13,Cubs,Rays,Justin Steele,Taj Bradley
2024-06-13,Marlins,Mets,Roddery Muñoz,Luis Severino
2024-06-13,Phillies,Red Sox,Aaron Nola,Tanner Houck
2024-06-13,Athletics,Twins,Luis Medina,Joe Ryan
2024-06-13,White Sox,Mariners,Garrett Crochet,Emerson Hancock
2024-06-13,Angels,D-backs,Griffin Canning,Brandon Pfaadt
2024-06-13,Rangers,Dodgers,Michael Lorenzen,Michael Grove
