game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-13,Nationals,Orioles,Jake Irvin,Trevor Rogers
2024-08-13,Marlins,Phillies,Valente Bellozo,Taijuan Walker
2024-08-13,Mariners,Tigers,George Kirby,Tarik Skubal
2024-08-13,Cubs,Guardians,Javier Assad,Matthew Boyd
2024-08-13,Cardinals,Reds,Erick Fedde,Hunter Greene
2024-08-13,Astros,Rays,Yusei Kikuchi,Shane Baz
2024-08-13,Athletics,Mets,Joe Boyle,Paul Blackburn
2024-08-13,Rangers,Red Sox,José Ureña,Kutter Crawford
2024-08-13,Royals,Twins,Seth Lugo,Zebby Matthews
2024-08-13,Dodgers,Brewers,Gavin Stone,Colin Rea
2024-08-13,Yankees,White Sox,Nestor Cortes,Jonathan Cannon
2024-08-13,Blue Jays,Angels,Kevin Gausman,Carson Fulmer
2024-08-13,Pirates,Padres,Luis L. Ortiz,Michael King
2024-08-13,Rockies,D-backs,Austin Gomber,Eduardo Rodriguez
2024-08-13,Braves,Giants,Charlie Morton,Kyle Harrison
