game_date,away_team,home_team,away_pitcher,home_pitcher
2024-06-15,Cardinals,Cubs,Andre Pallante,Shota Imanaga
2024-06-15,Guardians,Blue Jays,Carlos Carrasco,Trevor Richards
2024-06-15,Marlins,Nationals,Trevor Rogers,DJ Herz
2024-06-15,Angels,Giants,Patrick Sandoval,Keaton Winn
2024-06-15,Phillies,Orioles,Taijuan Walker,Grayson Rodriguez
2024-06-15,Padres,Mets,Adam Mazur,Jose Quintana
2024-06-15,Reds,Brewers,Andrew Abbott,Jared Koenig
2024-06-15,Tigers,Astros,Jack Flaherty,Spencer Arrighetti
2024-06-15,Rays,Braves,Ryan Pepiot,Charlie Morton
2024-06-15,Rangers,Mariners,Nathan Eovaldi,George Kirby
2024-06-15,Yankees,Red Sox,Carlos Rodón,Cooper Criswell
2024-06-15,Royals,Dodgers,Seth Lugo,Yoshinobu Yamamoto
2024-06-15,Pirates,Rockies,Jared Jones,Ty Blach
2024-06-15,White Sox,D-backs,Erick Fedde,Scott McGough
2024-06-15,Athletics,Twins,Joey Estes,Bailey Ober
