game_date,away_team,home_team,away_pitcher,home_pitcher
2024-08-04,Giants,Reds,Robbie Ray,Carson Spiers
2024-08-04,Brewers,Nationals,Tobias Myers,Mitchell Parker
2024-08-04,D-backs,Pirates,Ryne Nelson,Paul Skenes
2024-08-04,Blue Jays,Yankees,Yariel Rodríguez,Gerrit Cole
2024-08-04,Marlins,Braves,Edward Cabrera,Max Fried
2024-08-04,Royals,Tigers,Michael Wacha,Alex Faedo
2024-08-04,Orioles,Guardians,Corbin Burnes,Gavin Williams
2024-08-04,White Sox,Twins,Chris Flexen,Simeon Woods Richardson
2024-08-04,Rays,Astros,Hunter Bigge,Spencer Arrighetti
2024-08-04,Red Sox,Rangers,Nick Pivetta,Nathan Eovaldi
2024-08-04,Dodgers,Athletics,River Ryan,Osvaldo Bido
2024-08-04,Mets,Angels,Jose Quintana,Griffin Canning
2024-08-04,Phillies,Mariners,Zack Wheeler,Logan Gilbert
2024-08-04,Rockies,Padres,Cal Quantrill,Matt Waldron
2024-08-04,Cardinals,Cubs,Miles Mikolas,Justin Steele
